"Offset","Position","Title","Identifier","Array","Access","Type","Reset Value","Reset Mask","Description","Documentation Source","Group","Is Implemented?","RISCV Privilege Level"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent9","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x32a",,"Machine performance-monitoring event selector","mhpmevent10","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent10","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x32b",,"Machine performance-monitoring event selector","mhpmevent11","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent11","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x32c",,"Machine performance-monitoring event selector","mhpmevent12","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent12","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x32d",,"Machine performance-monitoring event selector","mhpmevent13","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent13","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x32e",,"Machine performance-monitoring event selector","mhpmevent14","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent14","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x32f",,"Machine performance-monitoring event selector","mhpmevent15","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent15","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x330",,"Machine performance-monitoring event selector","mhpmevent16","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent16","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x331",,"Machine performance-monitoring event selector","mhpmevent17","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent17","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x332",,"Machine performance-monitoring event selector","mhpmevent18","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent18","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x333",,"Machine performance-monitoring event selector","mhpmevent19","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent19","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x334",,"Machine performance-monitoring event selector","mhpmevent20","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent20","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x335",,"Machine performance-monitoring event selector","mhpmevent21","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent21","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x336",,"Machine performance-monitoring event selector","mhpmevent22","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent22","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x337",,"Machine performance-monitoring event selector","mhpmevent23","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent23","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x338",,"Machine performance-monitoring event selector","mhpmevent24","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent24","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x339",,"Machine performance-monitoring event selector","mhpmevent25","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent25","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x33a",,"Machine performance-monitoring event selector","mhpmevent26","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent26","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x33b",,"Machine performance-monitoring event selector","mhpmevent27","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent27","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x33c",,"Machine performance-monitoring event selector","mhpmevent28","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent28","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x33d",,"Machine performance-monitoring event selector","mhpmevent29","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent29","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x33e",,"Machine performance-monitoring event selector","mhpmevent30","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent30","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x33f",,"Machine performance-monitoring event selector","mhpmevent31","","R/W","register","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
,"[63:0]","Machine performance-monitoring event selector","mhpmevent31","","R/W","configuration","",,"This register is not implemented.",,"MachineCounterSetup","0","machine"
"0x340",,"Scratch register for machine trap handler","mscratch","","R/W","register","",,"The mscratch register is dedicated for use by machine mode. Typically, it is used to hold a pointer to a machine-mode hart-local context space and swapped with a user register upon entry to an M-mode trap handler.","Section 3.1.14, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
,"[63:0]","Scratch register for machine trap handler","mscratch","","R/W","configuration","",,"The mscratch register is dedicated for use by machine mode. Typically, it is used to hold a pointer to a machine-mode hart-local context space and swapped with a user register upon entry to an M-mode trap handler.","Section 3.1.14, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
"0x341",,"Machine exception program counter","mepc","","R/W","register","",,"The mepc register is an MXLEN-bit read/write register. The low-order bit of mepc (mepc[0]) is always zero. On implementations that support only IALIGN = 32, the two low bits (mepc[1:0]) are always zero.","Section 3.1.15, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
,"[63:0]","Machine exception program counter","mepc","","R/W","configuration","",,"The mepc register is an MXLEN-bit read/write register. The low-order bit of mepc (mepc[0]) is always zero. On implementations that support only IALIGN = 32, the two low bits (mepc[1:0]) are always zero.","Section 3.1.15, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
"0x342",,"Machine trap cause","mcause","","R/W","register","",,"The mcause register is an MXLEN-bit read-write register. When a trap is taken into M-mode, mcause is written with a code indicating the event that caused the trap. Otherwise, mcause is never written by the implementation, though it may be explicitly written by software. In this register, the uppermost bit is the INTERRUPT bit. The remaining bits are the EXCEPTION CODE. The encoding of the EXCEPTION CODE field depends on the state of the INTERRUPT bit. For more information, refer to Table 3.6 in the RISC-V spec, Volume II.","Section 3.1.16, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
,"[63:0]","Machine trap cause","mcause","","R/W","configuration","",,"The mcause register is an MXLEN-bit read-write register. When a trap is taken into M-mode, mcause is written with a code indicating the event that caused the trap. Otherwise, mcause is never written by the implementation, though it may be explicitly written by software. In this register, the uppermost bit is the INTERRUPT bit. The remaining bits are the EXCEPTION CODE. The encoding of the EXCEPTION CODE field depends on the state of the INTERRUPT bit. For more information, refer to Table 3.6 in the RISC-V spec, Volume II.","Section 3.1.16, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
"0x343",,"Machine bad address or instruction","mtval","","R/W","register","",,"The mtval register is an MXLEN-bit read-write register. When a trap is taken into M-mode, mtval is either set to zero or written with exception-specific information to assist software in handling the trap. Otherwise, mtval is never written by the implementation, though it may be explicitly written by software. The hardware platform will specify which exceptions must set mtval informatively and which may unconditionally set it to zero.","Section 3.1.17, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
,"[63:0]","Machine bad address or instruction","mtval","","R/W","configuration","",,"The mtval register is an MXLEN-bit read-write register. When a trap is taken into M-mode, mtval is either set to zero or written with exception-specific information to assist software in handling the trap. Otherwise, mtval is never written by the implementation, though it may be explicitly written by software. The hardware platform will specify which exceptions must set mtval informatively and which may unconditionally set it to zero.","Section 3.1.17, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
"0x344",,"Machine interrupt pending","mip","","R/W","register","",,"Machine mode interrupt pending register. This register is encoded as follows.
Bit 11: MEIP. Machine external interrupt pending.
Bit 9: SEIP. Supervisor external interrupt pending.
Bit 8: UEIP. Machine external interrupt pending.
Bit 7: MTIP. Machine timer interrupt pending.
Bit 5: STIP. Supervisor timer interrupt pending.
Bit 4: UTIP. User timer interrupt pending.
Bit 3: MSIP. Machine software interrupt pending.
Bit 1: SSIP. Supervisor software interrupt pending.
Bit 0: USIP. User software interrupt pending.","Section 3.1.9, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
,"[63:0]","Machine interrupt pending","mip","","R/W","configuration","",,"Machine mode interrupt pending register. This register is encoded as follows.
Bit 11: MEIP. Machine external interrupt pending.
Bit 9: SEIP. Supervisor external interrupt pending.
Bit 8: UEIP. Machine external interrupt pending.
Bit 7: MTIP. Machine timer interrupt pending.
Bit 5: STIP. Supervisor timer interrupt pending.
Bit 4: UTIP. User timer interrupt pending.
Bit 3: MSIP. Machine software interrupt pending.
Bit 1: SSIP. Supervisor software interrupt pending.
Bit 0: USIP. User software interrupt pending.","Section 3.1.9, RISC-V Spec Volume II","MachineTrapHandling",,"machine"
"0x3a0",,"Physical memory protection configuration","pmpcfg0","","R/W","register","0","0xffffffffffffffff"," This register is not implemented but is explained in Section 3.6.1 of the RISC-V spec, volume II. ","Section 3.6.1, RISC-V Spec Volume II","MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection configuration","pmpcfg0","","R/W","configuration","0",," This register is not implemented but is explained in Section 3.6.1 of the RISC-V spec, volume II. ","Section 3.6.1, RISC-V Spec Volume II","MachineMemoryProtection","0","machine"
"0x3a2",,"Physical memory protection configuration","pmpcfg2","","R/W","register","0","0xffffffffffffffff"," This register is not implemented but is explained in Section 3.6.1 of the RISC-V spec, volume II. ",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection configuration","pmpcfg2","","R/W","configuration","0",," This register is not implemented but is explained in Section 3.6.1 of the RISC-V spec, volume II. ",,"MachineMemoryProtection","0","machine"
"0x3b0",,"Physical memory protection address register","pmpaddr0","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr0","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3b1",,"Physical memory protection address register","pmpaddr1","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr1","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3b2",,"Physical memory protection address register","pmpaddr2","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr2","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3b3",,"Physical memory protection address register","pmpaddr3","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr3","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3b4",,"Physical memory protection address register","pmpaddr4","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr4","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3b5",,"Physical memory protection address register","pmpaddr5","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr5","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3b6",,"Physical memory protection address register","pmpaddr6","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr6","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3b7",,"Physical memory protection address register","pmpaddr7","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr7","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3b8",,"Physical memory protection address register","pmpaddr8","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr8","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3b9",,"Physical memory protection address register","pmpaddr9","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr9","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3ba",,"Physical memory protection address register","pmpaddr10","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr10","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3bb",,"Physical memory protection address register","pmpaddr11","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr11","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3bc",,"Physical memory protection address register","pmpaddr12","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr12","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3bd",,"Physical memory protection address register","pmpaddr13","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr13","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3be",,"Physical memory protection address register","pmpaddr14","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr14","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x3bf",,"Physical memory protection address register","pmpaddr15","","R/W","register","0","0xffffffffffffffff","This register is not used.",,"MachineMemoryProtection","0","machine"
,"[63:0]","Physical memory protection address register","pmpaddr15","","R/W","configuration","0",,"This register is not used.",,"MachineMemoryProtection","0","machine"
"0x7a0",,"Debug/Trace trigger register select","tselect","","R/W","register","0","0xffffffffffffffff","This register determines which trigger is accessible through the other trigger registers. The set of accessible triggers must start at 0, and be contiguous. Writes of values greater than or equal to the number of supported triggers may result in a diff-_x000B_erent value in this register than what was written. To verify that what they wrote is a valid index, debuggers can read back the value and check that tselect holds what they wrote. Since triggers can be used both by Debug Mode and M-mode, the debugger must restore this register if it modifies it.","RISC-V Debug, Sec 5.2","DebugTraceRegisters",,"machine"
,"[63:0]","Debug/Trace trigger register select","tselect","","R/W","configuration","0",,"This register determines which trigger is accessible through the other trigger registers. The set of accessible triggers must start at 0, and be contiguous. Writes of values greater than or equal to the number of supported triggers may result in a diff-_x000B_erent value in this register than what was written. To verify that what they wrote is a valid index, debuggers can read back the value and check that tselect holds what they wrote. Since triggers can be used both by Debug Mode and M-mode, the debugger must restore this register if it modifies it.","RISC-V Debug, Sec 5.2","DebugTraceRegisters",,"machine"
"0x7a1",,"First Debug/Trace trigger data register","tdata1","","R/W","register","0x0000000000000000","0xffffffff00000000","","RISC-V Debug","DebugTraceRegisters",,"machine"
,"[26:0]","Trigger specific data","data","","R/W","configuration","",,"Trigger specific data. ",,,,
,"[27]","Debug mode.","dmode","","R/W","configuration","",,"0: Both Debug and M-mode can write the tdata registers at the selected tselect.
1: Only Debug Mode can write the tdata registers at the selected tselect. Writes from other modes are ignored. This bit is only writable from Debug Mode.",,,,
,"[31:28]","Type of trigger.","trigger","","R/W","configuration","",,"This 4-bit field ndicates the type of trigger. This field is encoded as follows:
0: No trigger at this tselect.
1: Trigger not implemented.
2: Address/data match trigger. The remaining bits in this register act as described in mcontrol.
3: Instruction count trigger. The remaining bits in this register act as described in icount.
4: Interrupt trigger. The remaining bits in this register act as described in itrigger.
5: Exception trigger. The remaining bits in this register act as described in etrigger. 
6 - 14: Reserved.
15:  This trigger exists (so enumeration shouldn't terminate), but is not currently available.","Section 5.2.2 of RISC-V debug spec.",,,"machine"
"0x7a2",,"Second Debug/Trace trigger data register","tdata2","","R/W","register","",,"Trigger-specific data. If XLEN is less than DXLEN, writes to this register are sign-extended.","RISC-V Debug","DebugTraceRegisters",,"machine"
,"[63:0]","Second Debug/Trace trigger data register","tdata2","","R/W","configuration","",,"Trigger-specific data. If XLEN is less than DXLEN, writes to this register are sign-extended.","RISC-V Debug","DebugTraceRegisters",,"machine"
"0x7a3",,"Third Debug/Trace trigger data register","tdata3","","R/W","register","",,"Trigger-specific data. If XLEN is less than DXLEN, writes to this register are sign extended. This register is currently not implemented.","RISC-V Debug","DebugTraceRegisters","0","machine"
,"[63:0]","Third Debug/Trace trigger data register","tdata3","","R/W","configuration","",,"Trigger-specific data. If XLEN is less than DXLEN, writes to this register are sign extended. This register is currently not implemented.","RISC-V Debug","DebugTraceRegisters","0","machine"
"0x7a4",,"trigger info","tinfo","","R/W","register","",,"The info field occupies the lower 16-bits of this register. In this field, there is one bit for each possible type enumerated in
tdata1. Bit N corresponds to type N. If the bit is set, then that type is supported by the currently selected trigger. If the currently selected trigger doesn't exist, this field contains 1. If type is not writable, this register may be unimplemented, in which case reading it causes an illegal instruction exception. In this case the debugger can read the only supported type from
tdata1 This field is cirrently not implemented. ","RISC-V Debug","DebugTraceRegisters","0","machine"
,"[63:0]","trigger info","tinfo","","R/W","configuration","",,"The info field occupies the lower 16-bits of this register. In this field, there is one bit for each possible type enumerated in
tdata1. Bit N corresponds to type N. If the bit is set, then that type is supported by the currently selected trigger. If the currently selected trigger doesn't exist, this field contains 1. If type is not writable, this register may be unimplemented, in which case reading it causes an illegal instruction exception. In this case the debugger can read the only supported type from
tdata1 This field is cirrently not implemented. ","RISC-V Debug","DebugTraceRegisters","0","machine"
"0x7b0",,"Debug control and status register","dcsr","","R/W","register","0x0000000000000000","0xffffffff0fff4020","","ET-SoC databook, section 9.9.2.1","DebugModeRegisters",,"debug"
,"[1:0]","Privilege level when debug mode was entered.","prv","","R/W","configuration","",,"Contains the privilege level the hart was operating in when Debug Mode was entered. A debugger can change this value to change the hart's privilege level when exiting Debug Mode. Not all privilege levels are supported on all harts. If the encoding written is not supported or the
debugger is not allowed to change to it, the hart may change to any supported privilege level. This field is encoded as follows:
0: User/Application
1: Supervisor
3: Machine ",,,,"debug"
,"[2]","Execute single instructions in debug mode.","step","","R/W","configuration","",,"When set and not in Debug Mode, the hart will only execute a single instruction and then enter Debug Mode. If the instruction does not complete due to an exception, the hart will immediately enter Debug Mode before executing the trap handler, with appropriate exception registers set. The debugger must not change the value of this bit while the hart is running",,,,"debug"
,"[3]","NMI pending enable.","nmip","","R","configuration","",,"When set, there is a Non-Maskable-Interrupt (NMI) pending for the hart. Since an NMI can indicate a hardware error condition, reliable debugging may no longer be possible once this bit becomes set.",,,,"debug"
,"[4]","MPRV enable.","mpvren","","R/W","configuration","",,"0: MPRV in mstatus is ignored in Debug mode.
1: MPRV in mstatus takes effect in Debug mode. ",,,,"debug"
,"[8:6]","Why debug mode was entered.","cause","","R","configuration","",,"Explains why Debug Mode was entered. When there are multiple reasons to enter Debug Mode in a single cycle, hardware should set cause
to the cause with the highest priority.
1: An ebreak instruction was executed. (priority 3)
2: The Trigger Module caused a breakpoint exception. (priority 4, highest)
3: The debugger requested entry to Debug Mode using haltreq. (priority 1)
4: The hart single stepped because step was set. (priority 0, lowest)
5: The hart halted directly out of reset due to resethaltreq. It is also acceptable to report 3 when this happens. (priority 2)",,,,"debug"
,"[9]","Stop timers while in Debug mode.","stoptime","","R/W","configuration","",,"0: Increment timers as usual.
1: Don't increment any hart-local timers while in Debug Mode.",,,,"debug"
,"[10]","Stop counters while in Debug mode.","stopcount","","R/W","configuration","",,"0: Increment counters as usual.
1: Don't increment any counters while in Debug Mode or on ebreak instructions that cause entry into Debug Mode. These counters include the cycle and instret CSRs. This is preferred for most debugging scenarios.",,,,"debug"
,"[11]","Interrupt single-stepping.","stepie","","R/W","configuration","",,"0: Interrupts are disabled during single stepping.
1: Interrupts are enabled during single stepping. Implementations may hardwire this bit to 0. In that case interrupt behavior can be emulated by the debugger. The debugger must not change the value of this bit while the hart is running.",,,,"debug"
,"[12]","Ebreak instructions in U-mode.","ebreaku","","R/W","configuration","",,"0: ebreak instructions in U-mode behave as described in the Privileged Spec.
1: ebreak instructions in U-mode enter Debug Mode.",,,,"debug"
,"[13]","Ebreak instructions in S-mode.","ebreaks","","R/W","configuration","",,"0: ebreak instructions in S-mode behave as described in the Privileged Spec.
1: ebreak instructions in S-mode enter Debug Mode.",,,,"debug"
,"[15]","Ebreak instructions in M-mode.","ebreakm","","R/W","configuration","",,"0: ebreak instructions in M-mode behave as described in the Privileged Spec.
1: ebreak instructions in M-mode enter Debug Mode.",,,,"debug"
,"[31:28]","Debug version.","xdebugver","","R","configuration","",,"0: No external debug support.
4: External debug support exists.
15: There is external debug support, but it does not conform to any available version of this spec.",,,,"debug"
"0x7b1",,"Debug PC","dpc","","R/W","register","",,"Upon entry to debug mode, dpc is updated with the virtual address of the next instruction to be executed. When resuming, the hart's PC is updated to the virtual address stored in dpc. A debugger may write dpc to change where the hart resumes. See Section 4.8.2 of the RISC-B Debug Specification.","RISC-V Debug","DebugModeRegisters",,"debug"
,"[63:0]","Debug PC","dpc","","R/W","configuration","",,"Upon entry to debug mode, dpc is updated with the virtual address of the next instruction to be executed. When resuming, the hart's PC is updated to the virtual address stored in dpc. A debugger may write dpc to change where the hart resumes. See Section 4.8.2 of the RISC-B Debug Specification.","RISC-V Debug","DebugModeRegisters",,"debug"
"0x7b2",,"Debug scratch register","dscratch0","","R/W","register","",,"Debug scratch register. A debugger must not write to this register unless hartinfo explicitly mentions it (the Debug Module may use this register internally).","RISC-V Debug","DebugModeRegisters",,"debug"
,"[63:0]","Debug scratch register","dscratch0","","R/W","configuration","",,"Debug scratch register. A debugger must not write to this register unless hartinfo explicitly mentions it (the Debug Module may use this register internally).","RISC-V Debug","DebugModeRegisters",,"debug"
"0x7b8",,"Debug Data register","ddata0","","R/W","register","",,"ddata0 register. This register is not listed in the RISC-V debug spec.","RISC-V Debug","DebugModeRegisters",,"debug"
,"[63:0]","Debug Data register","ddata0","","R/W","configuration","",,"ddata0 register. This register is not listed in the RISC-V debug spec.","RISC-V Debug","DebugModeRegisters",,"debug"
"0x7c0",,"Machine address translation and protection","matp","","R/W","register","",,"The Machine Address Translation and Protection (MATP) register is a 64-bit read/write register that controls M-mode address translation and protection. There is a single MATP register shared among the two harts of the processor. The bit assignments for this register are as follows:
63:60, MODE. This 4-bit field selects the address translation schement and is encoded as follows. When MODE = Bare, M-mode virtual addresses are equal to M-mode physical addresses, and there is no additional memory protection. In this case, the remaining fields in MATP have no effect. All values not shown are reserved.
0000: No address translation or protection.
1000: Page-based 39-bit virtual addressing.
1001: Page-based 48-bit virtual addressing.

59: L bit. Setting this bit permits writes to this register. Clearing the bit disallows writes to this register. 
43:0 PPN. Physical page number. This field stores the physical page number (PPN) of the root page table, i.e., its physical address divided by 4KiB.","PRM-0, Section 17.1.","ET_SpecificCSRs",,"machine"
,"[63:0]","Machine address translation and protection","matp","","R/W","configuration","",,"The Machine Address Translation and Protection (MATP) register is a 64-bit read/write register that controls M-mode address translation and protection. There is a single MATP register shared among the two harts of the processor. The bit assignments for this register are as follows:
63:60, MODE. This 4-bit field selects the address translation schement and is encoded as follows. When MODE = Bare, M-mode virtual addresses are equal to M-mode physical addresses, and there is no additional memory protection. In this case, the remaining fields in MATP have no effect. All values not shown are reserved.
0000: No address translation or protection.
1000: Page-based 39-bit virtual addressing.
1001: Page-based 48-bit virtual addressing.

59: L bit. Setting this bit permits writes to this register. Clearing the bit disallows writes to this register. 
43:0 PPN. Physical page number. This field stores the physical page number (PPN) of the root page table, i.e., its physical address divided by 4KiB.","PRM-0, Section 17.1.","ET_SpecificCSRs",,"machine"
"0x7cd",,"Mask to implement instruction in mcode","minstmask","","R/W","register","0x0000000000000000","0xfffffffe00000000","MINSTMASK CSRs are used to cause a trap to M-code when the minion decodes a certain instruction pattern. The instruction pattern is applied *after* expanding RVC compressed instructions. Given a 32b instruction named inst, if the following expression evaluates to true then a trap to M-mode will be taken with mcause set to 0x1e and mtval holding the 32b of inst: ((inst[31:0] & minstmask[31:0]) == (minstmatch[31:0] & minstmask[31:0])) && minstmask[32]. Instruction matching can be disabled by setting minstmask[32] to zero.","PRM-0","ET_SpecificCSRs",,"machine"
,"[32:0]","Mask value","minstmask","","R/W","configuration","",,"",,,,
"0x7ce",,"Value to match to the instruction bits anded with minstmask to trap to mcode","minstmatch","","R/W","register","0x0000000000000000","0xffffffff00000000","MINSTMASK and MINSTMATCH CSRs are used to cause a trap to M-code when the minion decodes a certain instruction pattern. The instruction pattern is applied *after* expanding RVC compressed instructions. Given a 32b instruction named inst, if the following expression evaluates to true then a trap to M-mode will be taken with mcause set to 0x1e and mtval holding the 32b of inst: ((inst[31:0] & minstmask[31:0]) == (minstmatch[31:0] & minstmask[31:0])) && minstmask[32]. Instruction matching can be disabled by setting minstmask[32] to zero.","PRM-0","ET_SpecificCSRs",,"machine"
,"[31:0]","Instruction opcode match value (after RVC)","minstmatch","","R/W","configuration","",,"",,,,
"0x7cf",,"Chicken bits for acquire and release operations","amofence_ctrl","","R/W","register","",,"",,,"0","machine"
,"[63:0]","Chicken bits for acquire and release operations","amofence_ctrl","","R/W","configuration","",,"",,,"0","machine"
"0x7d0",,"Cache Invalidate ","cacheInvalidate","","R/W","register","0x0000000000000000","0xfffffffffffffffc","This register can trigger invalidation of various cache structures used by the Minion core.","PRM-0","ET_SpecificCSRs",,"machine"
,"[0]","Invalidate I-Cache","i_cache_invalidate","","R/W","configuration","",,"Writing 0 into bit 0 does not affect the instruction cache.  Writing a 1 into bit 0 of this CSR invalidates the instruction cache connected to the Minion core that issues the instruction.",,,,
,"[1]","Invalidate Data TLB, Instruction TLB, PTW Cache","tlb_ptw_invalidate","","R/W","configuration","",," Writing a 1 into bit 1 of this CSR invalidates the data TLB, the instruction TLB, and the PTW (page table walker) cache connected to the Minion core that issues the instruction. Writing 0 into bit 1 does not affect the TLBs nor the PTW.",,,,
